GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs
797145,5153,vitaurbana.com.br,br,281,345,vitaurbana.com.br,br,810542,5308,272,346
797192,5154,brasilsabor.com.br,br,281,344,brasilsabor.com.br,br,789224,5172,277,351
797193,5155,superdigital.com.br,br,281,344,superdigital.com.br,br,739031,4843,290,347
797508,5156,guiadacozinha.com.br,br,281,338,guiadacozinha.com.br,br,777485,5084,280,343
797743,5157,comunidademetodista.com.br,br,281,334,comunidademetodista.com.br,br,844385,5521,265,332
797744,5158,mapasconceituais.com.br,br,281,334,mapasconceituais.com.br,br,762052,4989,284,340
798050,5159,ifsertao-pe.edu.br,br,281,329,ifsertao-pe.edu.br,br,802446,5250,274,334
798106,5160,voltadeboteco.com.br,br,281,328,voltadeboteco.com.br,br,762713,4999,284,329
798391,5161,leonciomartins.com.br,br,281,324,leonciomartins.com.br,br,782665,5125,279,322
798392,5162,sevenmassoterapia.com.br,br,281,324,sevenmassoterapia.com.br,br,766672,5025,283,327
798393,5163,sessionstore.com.br,br,281,324,sessionstore.com.br,br,766750,5026,283,326
798457,5164,imip.org.br,br,281,323,imip.org.br,br,742774,4869,289,347
798532,5165,creditas.com.br,br,281,322,creditas.com.br,br,759039,4976,285,328
798533,5166,duoflex.com.br,br,281,322,duoflex.com.br,br,798970,5230,275,320
798604,5167,asbran.org.br,br,281,321,asbran.org.br,br,786274,5152,278,327
798676,5168,cmsembalagens.com.br,br,281,320,cmsembalagens.com.br,br,786344,5153,278,326
798886,5169,betalabs.com.br,br,281,317,betalabs.com.br,br,795247,5208,276,316
798887,5170,festivalcamposdojordao.org.br,br,281,317,festivalcamposdojordao.org.br,br,820674,5377,270,320
799043,5171,grandcru.com.br,br,281,315,grandcru.com.br,br,782847,5126,279,319
799044,5172,malwee.com.br,br,281,315,malwee.com.br,br,795563,5213,276,312
799122,5173,ntu.org.br,br,281,314,ntu.org.br,br,755883,4952,286,317
799189,5174,ufal.edu.br,br,281,313,ufal.edu.br,br,771252,5051,282,317
799480,5175,diamondmall.com.br,br,281,309,diamondmall.com.br,br,799936,5236,275,308
800398,5176,rgplastic.com.br,br,280,424,rgplastic.com.br,br,837799,5493,266,434
801015,5177,rastriall.com.br,br,280,349,rastriall.com.br,br,814844,5334,271,355
801083,5178,salonline.com.br,br,280,347,salonline.com.br,br,731118,4791,292,358
801256,5179,livance.com.br,br,280,343,livance.com.br,br,-1,-1,-1,-1
801361,5180,jackrockbar.com.br,br,280,341,jackrockbar.com.br,br,806142,5278,273,348
801564,5181,abbusiness.com.br,br,280,337,abbusiness.com.br,br,777864,5086,280,336
801615,5182,cvcrm.com.br,br,280,336,cvcrm.com.br,br,773709,5062,281,340
802121,5183,childfundbrasil.org.br,br,280,327,childfundbrasil.org.br,br,773952,5064,281,335
802187,5184,montenegrofm.com.br,br,280,326,montenegrofm.com.br,br,782928,5129,279,318
802389,5185,sfiec.org.br,br,280,323,sfiec.org.br,br,807608,5292,273,317
802452,5186,acndespachos.com.br,br,280,322,acndespachos.com.br,br,790542,5181,277,324
802453,5187,comproourobh.com.br,br,280,322,comproourobh.com.br,br,747473,4906,288,330
802522,5188,indaianet.com.br,br,280,321,indaianet.com.br,br,802910,5257,274,325
802599,5189,bematech.com.br,br,280,320,bematech.com.br,br,795488,5212,276,313
802679,5190,expressaopopular.com.br,br,280,319,expressaopopular.com.br,br,782453,5122,279,325
802907,5191,letsbook.com.br,br,280,316,letsbook.com.br,br,821065,5381,270,314
802908,5192,ptnacamara.org.br,br,280,316,ptnacamara.org.br,br,825524,5416,269,315
802979,5193,saber.com.br,br,280,315,saber.com.br,br,943586,6162,248,277
803060,5194,efacil.com.br,br,280,314,efacil.com.br,br,786968,5157,278,317
803061,5195,mackenzie.com.br,br,280,314,mackenzie.com.br,br,767598,5029,283,314
803274,5196,viaarterial.com.br,br,280,311,viaarterial.com.br,br,836946,5490,267,293
803354,5197,alaresinternet.com.br,br,280,310,alaresinternet.com.br,br,817561,5355,271,303
803355,5198,cidademarketing.com.br,br,280,310,cidademarketing.com.br,br,787219,5159,278,314
803604,5199,sambabetcassino.com.br,br,280,307,sambabetcassino.com.br,br,822057,5390,270,302
804766,5200,positivotecnologia.com.br,br,279,365,positivotecnologia.com.br,br,757392,4961,285,360
804838,5201,criptoeconomia.com.br,br,279,359,criptoeconomia.com.br,br,780912,5110,279,361
804909,5202,fgf.com.br,br,279,355,fgf.com.br,br,797506,5217,275,351
805139,5203,dotgroup.com.br,br,279,346,dotgroup.com.br,br,793607,5200,276,344
805140,5204,kitchenaid.com.br,br,279,346,kitchenaid.com.br,br,738257,4836,290,366
805184,5205,saopaulofilmfestival.com.br,br,279,345,saopaulofilmfestival.com.br,br,974280,6348,243,286
805374,5206,oab-sc.org.br,br,279,341,oab-sc.org.br,br,724280,4733,294,352
805805,5207,cbc.com.br,br,279,333,cbc.com.br,br,777339,5082,280,346
805849,5208,repassa.com.br,br,279,332,repassa.com.br,br,770177,5046,282,333
805908,5209,catedraldebelem.com.br,br,279,331,catedraldebelem.com.br,br,-1,-1,-1,-1
805909,5210,conjugacao.com.br,br,279,331,conjugacao.com.br,br,798368,5221,275,330
806029,5211,revistaanamaria.com.br,br,279,329,revistaanamaria.com.br,br,928153,6045,250,318
806030,5212,rvnld.com.br,br,279,329,rvnld.com.br,br,802806,5255,274,327
806159,5213,mellinart.com.br,br,279,327,mellinart.com.br,br,762324,4992,284,335
806242,5214,marketingproafiliado.com.br,br,279,326,marketingproafiliado.com.br,br,728526,4769,293,339
806640,5215,prodemge.gov.br,br,279,320,prodemge.gov.br,br,770473,5048,282,328
806702,5216,gestorloja.com.br,br,279,319,gestorloja.com.br,br,762394,4994,284,334
806791,5217,focoradical.com.br,br,279,318,focoradical.com.br,br,778799,5100,280,320
806792,5218,olympikus.com.br,br,279,318,olympikus.com.br,br,766415,5023,283,331
806793,5219,vimsa.com.br,br,279,318,vimsa.com.br,br,755027,4946,286,330
806794,5220,diadedoar.org.br,br,279,318,diadedoar.org.br,br,790825,5184,277,320
806944,5221,agoramt.com.br,br,279,316,agoramt.com.br,br,871433,5718,260,311
806947,5222,sisejufe.org.br,br,279,316,sisejufe.org.br,br,807933,5295,273,313
807018,5223,acobrasil.org.br,br,279,315,acobrasil.org.br,br,739503,4849,290,338
807019,5224,ieps.org.br,br,279,315,ieps.org.br,br,714011,4668,297,348
807411,5225,oticascarol.com.br,br,279,310,oticascarol.com.br,br,816760,5348,271,312
807609,5226,conthic.com.br,br,279,307,conthic.com.br,br,779671,5106,280,308
807791,5227,canaldapoeira.com.br,br,279,304,canaldapoeira.com.br,br,779731,5107,280,307
808634,5228,telecarga.com.br,br,278,407,telecarga.com.br,br,823531,5397,269,411
809036,5229,tribunadepetropolis.com.br,br,278,353,tribunadepetropolis.com.br,br,833636,5463,267,354
809096,5230,ironstudios.com.br,br,278,351,ironstudios.com.br,br,828895,5430,268,345
809281,5231,petrobraspremmia.com.br,br,278,345,petrobraspremmia.com.br,br,819556,5368,270,343
809282,5232,ticketmais.com.br,br,278,345,ticketmais.com.br,br,777486,5085,280,343
809361,5233,revistafator.com.br,br,278,343,revistafator.com.br,br,887130,5808,257,336
809526,5234,manualdohomem.com.br,br,278,339,manualdohomem.com.br,br,773556,5060,281,343
809527,5235,newtoncbraga.com.br,br,278,339,newtoncbraga.com.br,br,802579,5252,274,331
809621,5236,diariodeuberlandia.com.br,br,278,337,diariodeuberlandia.com.br,br,838992,5496,266,333
809676,5237,turismosantos.com.br,br,278,336,turismosantos.com.br,br,815664,5341,271,329
809795,5238,cbo.net.br,br,278,334,cbo.net.br,br,811616,5315,272,323
809850,5239,jped.com.br,br,278,333,jped.com.br,br,728324,4768,293,342
810224,5240,bilheteriavirtual.com.br,br,278,326,bilheteriavirtual.com.br,br,807479,5288,273,319
810225,5241,gollog.com.br,br,278,326,gollog.com.br,br,785693,5141,278,338
810296,5242,kia.com.br,br,278,325,kia.com.br,br,811867,5317,272,319
810297,5243,viavarejo.com.br,br,278,325,viavarejo.com.br,br,816184,5344,271,320
810414,5244,santalolla.com.br,br,278,323,santalolla.com.br,br,778393,5096,280,326
810474,5245,fogodechao.com.br,br,278,322,fogodechao.com.br,br,778462,5097,280,325
810539,5246,uergs.edu.br,br,278,321,uergs.edu.br,br,762849,5003,284,327
810603,5247,logicainf.com.br,br,278,320,logicainf.com.br,br,778273,5094,280,328
810669,5248,aprendercrianca.com.br,br,278,319,aprendercrianca.com.br,br,806914,5284,273,329
810670,5249,ancord.org.br,br,278,319,ancord.org.br,br,751947,4934,287,320
810905,5250,espm.edu.br,br,278,316,espm.edu.br,br,783080,5131,279,316
810906,5251,mixbrasil.org.br,br,278,316,mixbrasil.org.br,br,807251,5287,273,323
811220,5252,apsen.com.br,br,278,312,apsen.com.br,br,808569,5299,273,305
811387,5253,brasildefatomg.com.br,br,278,310,brasildefatomg.com.br,br,791149,5187,277,316
811459,5254,expressomt.com.br,br,278,309,expressomt.com.br,br,893874,5853,256,307
811460,5255,oabce.org.br,br,278,309,oabce.org.br,br,831426,5452,268,302
811892,5256,npiconsultoria.com.br,br,278,303,npiconsultoria.com.br,br,767836,5030,283,310
813239,5257,emprestimosim.com.br,br,277,355,emprestimosim.com.br,br,833626,5462,267,355
813406,5258,anastier.com.br,br,277,348,anastier.com.br,br,793244,5196,276,357
813681,5259,ogirassol.com.br,br,277,341,ogirassol.com.br,br,892770,5849,256,331
814073,5260,mazote.com.br,br,277,333,mazote.com.br,br,790066,5176,277,332
814235,5261,registrodeimoveis.org.br,br,277,330,registrodeimoveis.org.br,br,778520,5098,280,324
814501,5262,guiadosfornos.com.br,br,277,325,guiadosfornos.com.br,br,798208,5220,275,333
814568,5263,portalpos.com.br,br,277,324,portalpos.com.br,br,762848,5002,284,327
814755,5264,asogo.com.br,br,277,321,asogo.com.br,br,798969,5229,275,320
814756,5265,lupo.com.br,br,277,321,lupo.com.br,br,803060,5258,274,323
814890,5266,ugt.org.br,br,277,319,ugt.org.br,br,794874,5204,276,321
814968,5267,sine.com.br,br,277,318,sine.com.br,br,739790,4855,290,333
815111,5268,lojaadcos.com.br,br,277,316,lojaadcos.com.br,br,855561,5609,263,312
815171,5269,notisul.com.br,br,277,315,notisul.com.br,br,820921,5379,270,316
815251,5270,meuip.com.br,br,277,314,meuip.com.br,br,871793,5726,260,306
815252,5271,webitcoin.com.br,br,277,314,webitcoin.com.br,br,830502,5446,268,313
815343,5272,arcelormittal.com.br,br,277,313,arcelormittal.com.br,br,795335,5209,276,315
815436,5273,astrazeneca.com.br,br,277,312,astrazeneca.com.br,br,763419,5004,284,319
815582,5274,douradosagora.com.br,br,277,310,douradosagora.com.br,br,799098,5231,275,318
815583,5275,elking.com.br,br,277,310,elking.com.br,br,791068,5186,277,317
815667,5276,edelman.com.br,br,277,309,edelman.com.br,br,799937,5237,275,308
815752,5277,rezendetrezze.com.br,br,277,308,rezendetrezze.com.br,br,862555,5661,262,291
815753,5278,vianorteloteamentos.com.br,br,277,308,vianorteloteamentos.com.br,br,852430,5591,264,290
815754,5279,ona.org.br,br,277,308,ona.org.br,br,817047,5353,271,309
815812,5280,cfemea.org.br,br,277,307,cfemea.org.br,br,804175,5269,274,308
815946,5281,sibbr.gov.br,br,277,305,sibbr.gov.br,br,826958,5421,269,298
816965,5282,mactronic.com.br,br,276,401,mactronic.com.br,br,926784,6041,250,408
817356,5283,colegioweb.com.br,br,276,351,colegioweb.com.br,br,829092,5432,268,337
817407,5284,besmartinvestimentos.com.br,br,276,349,besmartinvestimentos.com.br,br,789060,5171,277,359
817469,5285,emplasmyl.com.br,br,276,347,emplasmyl.com.br,br,824019,5398,269,353
817803,5286,exibidor.com.br,br,276,339,exibidor.com.br,br,892886,5850,256,326
817884,5287,postosjarjour.com.br,br,276,337,postosjarjour.com.br,br,-1,-1,-1,-1
818312,5288,conamp.org.br,br,276,329,conamp.org.br,br,839187,5497,266,329
818352,5289,artwalk.com.br,br,276,328,artwalk.com.br,br,790240,5179,277,329
818353,5290,bioextratus.com.br,br,276,328,bioextratus.com.br,br,794245,5202,276,331
818354,5291,com21.com.br,br,276,328,com21.com.br,br,860170,5636,262,321
818420,5292,implanta.net.br,br,276,327,implanta.net.br,br,758352,4968,285,339
818743,5293,expressouniao.com.br,br,276,322,expressouniao.com.br,br,786122,5150,278,330
819023,5294,ahkbrasilien.com.br,br,276,318,ahkbrasilien.com.br,br,795093,5206,276,318
819024,5295,climaaovivo.com.br,br,276,318,climaaovivo.com.br,br,834704,5467,267,322
819025,5296,padrereginaldomanzotti.com.br,br,276,318,padrereginaldomanzotti.com.br,br,845311,5529,265,315
819026,5297,sinal.org.br,br,276,318,sinal.org.br,br,825452,5413,269,316
819257,5298,blogdacompanhia.com.br,br,276,315,blogdacompanhia.com.br,br,866053,5678,261,310
819258,5299,munhozseguros.com.br,br,276,315,munhozseguros.com.br,br,770692,5049,282,325
819331,5300,agendadf.com.br,br,276,314,agendadf.com.br,br,795415,5210,276,314
819404,5301,kreatif.com.br,br,276,313,kreatif.com.br,br,821971,5388,270,303
819628,5302,conic.org.br,br,276,310,conic.org.br,br,812564,5324,272,310
819780,5303,tripod.com.br,br,276,308,tripod.com.br,br,812630,5325,272,309
819863,5304,adconservicos.com.br,br,276,307,adconservicos.com.br,br,857495,5624,263,289
819864,5305,spfw.com.br,br,276,307,spfw.com.br,br,821366,5385,270,310
819942,5306,radiologiaaguasclaras.com.br,br,276,306,radiologiaaguasclaras.com.br,br,868115,5699,261,287
819943,5307,secticom.com.br,br,276,306,secticom.com.br,br,857414,5623,263,290
820424,5308,verios.com.br,br,276,299,verios.com.br,br,808411,5298,273,307
820425,5309,facit.edu.br,br,276,299,facit.edu.br,br,804797,5274,274,300
820788,5310,brggeradores.com.br,br,276,283,brggeradores.com.br,br,800902,5243,275,284
820789,5311,edebe.com.br,br,276,283,edebe.com.br,br,784171,5134,279,290
821471,5312,blacktag.com.br,br,275,356,blacktag.com.br,br,810396,5307,272,353
821513,5313,santuariocristoredentor.com.br,br,275,353,santuariocristoredentor.com.br,br,806195,5280,273,346
821950,5314,bricksdirect.com.br,br,275,339,bricksdirect.com.br,br,815221,5337,271,339
821951,5315,ilece.com.br,br,275,339,ilece.com.br,br,-1,-1,-1,-1
822131,5316,voepassaredo.com.br,br,275,335,voepassaredo.com.br,br,859636,5632,262,333
822398,5317,editoraeranthus.com.br,br,275,330,editoraeranthus.com.br,br,798436,5223,275,329
822453,5318,dafferdistribuidora.com.br,br,275,329,dafferdistribuidora.com.br,br,786063,5149,278,331
822507,5319,saci.org.br,br,275,328,saci.org.br,br,887399,5810,257,324
822618,5320,tricae.com.br,br,275,326,tricae.com.br,br,785472,5140,278,342
822730,5321,ortobom.com.br,br,275,324,ortobom.com.br,br,812162,5321,272,315
822805,5322,tudointeressante.com.br,br,275,323,tudointeressante.com.br,br,795029,5205,276,319
823153,5323,jornaldocomercio.com.br,br,275,318,jornaldocomercio.com.br,br,855313,5605,263,316
823357,5324,jogotigrinho777.com.br,br,275,315,jogotigrinho777.com.br,br,746428,4892,288,349
823454,5325,docol.com.br,br,275,314,docol.com.br,br,783079,5130,279,316
823455,5326,miriangasparin.com.br,br,275,314,miriangasparin.com.br,br,882685,5783,258,308
823456,5327,cbdu.org.br,br,275,314,cbdu.org.br,br,775089,5067,281,318
823524,5328,mag.com.br,br,275,313,mag.com.br,br,767256,5027,283,319
823602,5329,designerd.com.br,br,275,312,designerd.com.br,br,808097,5296,273,311
823603,5330,partsfarm.com.br,br,275,312,partsfarm.com.br,br,825451,5412,269,316
823683,5331,radioscast.com.br,br,275,311,radioscast.com.br,br,967793,6296,244,289
823763,5332,sandraturchi.com.br,br,275,310,sandraturchi.com.br,br,821365,5384,270,310
823764,5333,sinprodf.org.br,br,275,310,sinprodf.org.br,br,826139,5420,269,307
823863,5334,7segundos.com.br,br,275,309,7segundos.com.br,br,807607,5291,273,317
823935,5335,salinas.com.br,br,275,308,salinas.com.br,br,804174,5268,274,308
824034,5336,raaliancas.com.br,br,275,307,raaliancas.com.br,br,867941,5695,261,289
824118,5337,mundialrodaserodizios.com.br,br,275,306,mundialrodaserodizios.com.br,br,868025,5697,261,288
824182,5338,bhandaimes.com.br,br,275,305,bhandaimes.com.br,br,873324,5738,260,289
824183,5339,granparkresidencial.com.br,br,275,305,granparkresidencial.com.br,br,873427,5740,260,288
824184,5340,amam.org.br,br,275,305,amam.org.br,br,868116,5700,261,287
824332,5341,ksenergia.com.br,br,275,303,ksenergia.com.br,br,800808,5242,275,292
824333,5342,sbac.org.br,br,275,303,sbac.org.br,br,779558,5105,280,310
824620,5343,claudineiferreira.com.br,br,275,299,claudineiferreira.com.br,br,779899,5109,280,304
824737,5344,milanezmilaneze.com.br,br,275,297,milanezmilaneze.com.br,br,822556,5393,270,296
824995,5345,biotexplus.com.br,br,275,289,biotexplus.com.br,br,764287,5009,284,297
825411,5346,vtex.com.br,br,274,407,vtex.com.br,br,858881,5629,262,396
825745,5347,icatubrasil.com.br,br,274,355,icatubrasil.com.br,br,828660,5428,268,366
825786,5348,verminososporfutebol.com.br,br,274,352,verminososporfutebol.com.br,br,828912,5431,268,344
825821,5349,jornaldaregiaoonline.com.br,br,274,350,jornaldaregiaoonline.com.br,br,922927,6020,251,303
826060,5350,eurocab.com.br,br,274,342,eurocab.com.br,br,801953,5248,274,344
826141,5351,rivendel.com.br,br,274,340,rivendel.com.br,br,824125,5400,269,346
826261,5352,portuguesa.com.br,br,274,337,portuguesa.com.br,br,829488,5435,268,329
826404,5353,cinematerna.org.br,br,274,334,cinematerna.org.br,br,781401,5114,279,344
826455,5354,alunoexpert.com.br,br,274,333,alunoexpert.com.br,br,811077,5309,272,333
826456,5355,showdostoldos.com.br,br,274,333,showdostoldos.com.br,br,875938,5748,259,331
826515,5356,obaoba.com.br,br,274,332,obaoba.com.br,br,860003,5635,262,324
826891,5357,dingz.com.br,br,274,325,dingz.com.br,br,807187,5286,273,324
826955,5358,ultimato.com.br,br,274,324,ultimato.com.br,br,811381,5313,272,327
827071,5359,lasalle.edu.br,br,274,322,lasalle.edu.br,br,850017,5572,264,321
827203,5360,pontoapc.com.br,br,274,320,pontoapc.com.br,br,777865,5087,280,336
827278,5361,bhcomunicacao.com.br,br,274,319,bhcomunicacao.com.br,br,778272,5093,280,328
827483,5362,rge-rs.com.br,br,274,316,rge-rs.com.br,br,816521,5345,271,315
827944,5363,alleanzaimobiliaria.com.br,br,274,310,alleanzaimobiliaria.com.br,br,807843,5293,273,314
828030,5364,acestartups.com.br,br,274,309,acestartups.com.br,br,787218,5158,278,314
828031,5365,saladanoticia.com.br,br,274,309,saladanoticia.com.br,br,882952,5785,258,304
828366,5366,construtorasantosjunior.com.br,br,274,305,construtorasantosjunior.com.br,br,873512,5741,260,287
828367,5367,quintel.com.br,br,274,305,quintel.com.br,br,873325,5739,260,289
828452,5368,globalempreendimentos.com.br,br,274,304,globalempreendimentos.com.br,br,868114,5698,261,287
828453,5369,institutoavanza.com.br,br,274,304,institutoavanza.com.br,br,800244,5240,275,304
828974,5370,doutoresdaalegria.org.br,br,274,297,doutoresdaalegria.org.br,br,779849,5108,280,305
829286,5371,nalucosmeticos.com.br,br,274,287,nalucosmeticos.com.br,br,792472,5193,277,287
829306,5372,ganhandofacilnaloteria.com.br,br,274,285,ganhandofacilnaloteria.com.br,br,784121,5133,279,295
829756,5373,brasilpch.com.br,br,273,395,brasilpch.com.br,br,965284,6282,244,399
830535,5374,casan.com.br,br,273,336,casan.com.br,br,758133,4965,285,343
830579,5375,brasiljunior.org.br,br,273,335,brasiljunior.org.br,br,820091,5371,270,330
830635,5376,agorainvest.com.br,br,273,334,agorainvest.com.br,br,904294,5911,254,330
830914,5377,revendajunto.com.br,br,273,329,revendajunto.com.br,br,785951,5147,278,333
830915,5378,surfguru.com.br,br,273,329,surfguru.com.br,br,829430,5434,268,330
830964,5379,padrim.com.br,br,273,328,padrim.com.br,br,778074,5090,280,332
831030,5380,trf1.gov.br,br,273,327,trf1.gov.br,br,785695,5143,278,338
831145,5381,tuaradio.com.br,br,273,325,tuaradio.com.br,br,855314,5606,263,316
831248,5382,apeoesp.org.br,br,273,323,apeoesp.org.br,br,825275,5408,269,319
831492,5383,adzuna.com.br,br,273,319,adzuna.com.br,br,860410,5639,262,317
831493,5384,kroton.com.br,br,273,319,kroton.com.br,br,807539,5290,273,318
831494,5385,peritoanimal.com.br,br,273,319,peritoanimal.com.br,br,803414,5262,274,318
831495,5386,crea-rj.org.br,br,273,319,crea-rj.org.br,br,782849,5128,279,319
831569,5387,andrebona.com.br,br,273,318,andrebona.com.br,br,762455,4995,284,333
831632,5388,sitemercado.com.br,br,273,317,sitemercado.com.br,br,807480,5289,273,319
831633,5389,ipqhc.org.br,br,273,317,ipqhc.org.br,br,786664,5156,278,321
831828,5390,onze.com.br,br,273,314,onze.com.br,br,791371,5189,277,313
831829,5391,sobiologia.com.br,br,273,314,sobiologia.com.br,br,835465,5475,267,310
831830,5392,thetown.com.br,br,273,314,thetown.com.br,br,860481,5640,262,316
831910,5393,autodata.com.br,br,273,313,autodata.com.br,br,799408,5233,275,314
832065,5394,oficinasculturais.org.br,br,273,311,oficinasculturais.org.br,br,786530,5155,278,323
832173,5395,rdsaude.com.br,br,273,310,rdsaude.com.br,br,779204,5103,280,315
832257,5396,tuut.com.br,br,273,309,tuut.com.br,br,803271,5261,274,320
832597,5397,compreconfie.com.br,br,273,305,compreconfie.com.br,br,736960,4831,291,319
832687,5398,condominiovillagedejuatuba.com.br,br,273,304,condominiovillagedejuatuba.com.br,br,873607,5742,260,286
832769,5399,distribuidorapampulha.com.br,br,273,303,distribuidorapampulha.com.br,br,879163,5772,259,285
832770,5400,emsamambaia.com.br,br,273,303,emsamambaia.com.br,br,879164,5773,259,285
832771,5401,projeconconstrucoes.com.br,br,273,303,projeconconstrucoes.com.br,br,879165,5774,259,285
832772,5402,spdm.org.br,br,273,303,spdm.org.br,br,791937,5191,277,305
832858,5403,mundogalapagos.com.br,br,273,302,mundogalapagos.com.br,br,836167,5483,267,302
832995,5404,revistacipa.com.br,br,273,300,revistacipa.com.br,br,836859,5489,267,294
833077,5405,sbsociologia.com.br,br,273,299,sbsociologia.com.br,br,821638,5387,270,307
833452,5406,obm.org.br,br,273,292,obm.org.br,br,831957,5457,268,296
834194,5407,ceapcursosonline.com.br,br,272,369,ceapcursosonline.com.br,br,898088,5874,255,373
834200,5408,bafafa.com.br,br,272,368,bafafa.com.br,br,892586,5848,256,346
834440,5409,sinduscon-mg.org.br,br,272,346,sinduscon-mg.org.br,br,764845,5012,283,381
834454,5410,mdb.org.br,br,272,345,mdb.org.br,br,849299,5565,264,336
834657,5411,expoflora.com.br,br,272,339,expoflora.com.br,br,833945,5464,267,338
834747,5412,cbtu.gov.br,br,272,337,cbtu.gov.br,br,870454,5706,260,329
834797,5413,enfoquems.com.br,br,272,336,enfoquems.com.br,br,854931,5601,263,323
834885,5414,redebomdia.com.br,br,272,334,redebomdia.com.br,br,922127,6015,251,316
835168,5415,autoentusiastas.com.br,br,272,329,autoentusiastas.com.br,br,844465,5522,265,330
835169,5416,nowonline.com.br,br,272,329,nowonline.com.br,br,829429,5433,268,330
835221,5417,agb.org.br,br,272,328,agb.org.br,br,802807,5256,274,327
835273,5418,larps.com.br,br,272,327,larps.com.br,br,798546,5226,275,327
835325,5419,nintendoboy.com.br,br,272,326,nintendoboy.com.br,br,785759,5145,278,337
835500,5420,heloisatolipan.com.br,br,272,323,heloisatolipan.com.br,br,849951,5570,264,322
835623,5421,rodoviaria-poa.com.br,br,272,321,rodoviaria-poa.com.br,br,835011,5469,267,317
835691,5422,einerd.com.br,br,272,320,einerd.com.br,br,871106,5714,260,316
835692,5423,peteleco.com.br,br,272,320,peteleco.com.br,br,850445,5575,264,314
835693,5424,comsefaz.org.br,br,272,320,comsefaz.org.br,br,887780,5815,257,316
835979,5425,aborlccf.org.br,br,272,316,aborlccf.org.br,br,830296,5443,268,316
836100,5426,atlantica1200.com.br,br,272,314,atlantica1200.com.br,br,816759,5347,271,312
836343,5427,adjorisc.com.br,br,272,311,adjorisc.com.br,br,850978,5580,264,306
836344,5428,arcoweb.com.br,br,272,311,arcoweb.com.br,br,811942,5318,272,318
836345,5429,realtime1.com.br,br,272,311,realtime1.com.br,br,850446,5576,264,314
836417,5430,dominit.com.br,br,272,310,dominit.com.br,br,825450,5411,269,316
836418,5431,jrpneus.com.br,br,272,310,jrpneus.com.br,br,820920,5378,270,316
836419,5432,crmvmg.gov.br,br,272,310,crmvmg.gov.br,br,840455,5506,266,308
836506,5433,hnetsites.com.br,br,272,309,hnetsites.com.br,br,821530,5386,270,308
836579,5434,santaluzia.com.br,br,272,308,santaluzia.com.br,br,856113,5616,263,304
836765,5435,dilma.com.br,br,272,306,dilma.com.br,br,855898,5613,263,307
836866,5436,fm2c.com.br,br,272,305,fm2c.com.br,br,827124,5423,269,296
836945,5437,niteroi.br,br,272,304,niteroi.br,br,799667,5235,275,311
837039,5438,sonypictures.com.br,br,272,303,sonypictures.com.br,br,856114,5617,263,304
837040,5439,spescoladeteatro.org.br,br,272,303,spescoladeteatro.org.br,br,821211,5383,270,312
837113,5440,algamcomercial.com.br,br,272,302,algamcomercial.com.br,br,884849,5799,258,284
837114,5441,condominiovaledoipeamarelo.com.br,br,272,302,condominiovaledoipeamarelo.com.br,br,884850,5800,258,284
837201,5442,clicrdc.com.br,br,272,301,clicrdc.com.br,br,795416,5211,276,314
837348,5443,fortunerabbitslot.com.br,br,272,299,fortunerabbitslot.com.br,br,808735,5301,273,303
837565,5444,simplificaci.com.br,br,272,296,simplificaci.com.br,br,827126,5425,269,296
838385,5445,portalvidalimpa.com.br,br,271,436,portalvidalimpa.com.br,br,853238,5595,263,458
838614,5446,portovistos.com.br,br,271,376,portovistos.com.br,br,881057,5777,258,382
838939,5447,gazetadazonasul.com.br,br,271,343,gazetadazonasul.com.br,br,875692,5746,259,351
838990,5448,unifev.edu.br,br,271,341,unifev.edu.br,br,824287,5402,269,339
839020,5449,academiabrasileiradecinema.com.br,br,271,340,academiabrasileiradecinema.com.br,br,824362,5403,269,337
839021,5450,socialistamorena.com.br,br,271,340,socialistamorena.com.br,br,904501,5913,254,322
839183,5451,henriqueperdigao.com.br,br,271,336,henriqueperdigao.com.br,br,838844,5495,266,338
839376,5452,oeco.com.br,br,271,332,oeco.com.br,br,860233,5637,262,320
839430,5453,asateresina.org.br,br,271,331,asateresina.org.br,br,802580,5253,274,331
839544,5454,hbatools.com.br,br,271,329,hbatools.com.br,br,829603,5437,268,327
839585,5455,vetshare.com.br,br,271,328,vetshare.com.br,br,870600,5711,260,325
839636,5456,unifique.com.br,br,271,327,unifique.com.br,br,825332,5409,269,318
839689,5457,activesoft.com.br,br,271,326,activesoft.com.br,br,782141,5120,279,330
839690,5458,polissport.com.br,br,271,326,polissport.com.br,br,811330,5312,272,328
839740,5459,bigtrees.com.br,br,271,325,bigtrees.com.br,br,811268,5311,272,329
839741,5460,fcf.com.br,br,271,325,fcf.com.br,br,815868,5342,271,325
839742,5461,iapar.br,br,271,325,iapar.br,br,870984,5713,260,318
840010,5462,b2bstack.com.br,br,271,320,b2bstack.com.br,br,782142,5121,279,330
840011,5463,dermaclub.com.br,br,271,320,dermaclub.com.br,br,790543,5182,277,324
840077,5464,crosson.com.br,br,271,319,crosson.com.br,br,807080,5285,273,326
840203,5465,raizecipo.com.br,br,271,317,raizecipo.com.br,br,790412,5180,277,326
840671,5466,swotdigital.com.br,br,271,311,swotdigital.com.br,br,846690,5550,265,298
